world,-560,63,-131
world,-515,62,-229
world,-353,62,-322
world,-583,63,-143
world,-596,106,-157
world,-568,63,-135
world,-592,71,-214
world,-595,62,-157
world,-568,62,-143
world,-597,66,-157
world,-424,62,-288
world,-587,63,-145
world,-562,63,-132
world,-570,66,-143
world,-433,62,-236
world,-588,65,-145
world,-596,69,-156
world,-567,63,-135
world,-533,61,-224
world,-596,66,-157
world,-561,63,-132
world,-586,63,-145
world,-550,62,-225
world,-587,65,-145
world,-596,72,-156
survival,-39,71,234
world,-451,63,-247
world,-596,63,-150
world,-374,63,-305
world,-590,63,-170
world,-596,65,-150
world,-596,109,-157
world,-592,64,-163
world,-385,62,-299
world,-596,133,-157
world,-593,62,-160
world,-383,62,-301
world,-597,63,-154
world,-596,127,-157
world,-408,63,-292
world,-557,62,-232
world,-590,65,-173
world,-449,63,-249
world,-596,132,-157
world,-567,63,-139
world,-351,62,-326
world,-577,63,-144
world,-578,65,-144
world,-596,87,-157
world,-590,64,-166
world,-577,65,-144
world,-590,63,-174
world,-578,68,-144
world,-596,90,-157
world,-563,67,-242
world,-370,63,-305
world,-526,61,-225
world,-440,61,-256
world,-568,63,-140
world,-407,63,-292
world,-566,63,-139
world,-596,138,-157
world,-567,65,-139
world,-593,62,-161
survival,16,62,64
world,-423,62,-291
world,-512,62,-230
world,-580,63,-144
world,-596,78,-157
world,-581,65,-144
world,-329,62,-322
world,-567,63,-137
world,-594,62,-159
world,-567,65,-137
world,-590,63,-172
world,-596,121,-157
world,-597,63,-153
world,-409,63,-292
world,-590,65,-172
world,-596,124,-157
world,-597,65,-153
world,-528,61,-224
world,-559,65,-133
world,-591,64,-165
world,-579,63,-144
world,-596,81,-157
world,-314,63,-322
world,-580,65,-144
world,-578,63,-144
world,-579,65,-144
world,-596,84,-157
world,-542,62,-224
world,-567,63,-138
world,-594,66,-159
world,-508,62,-230
world,-568,64,-134
world,-573,65,-144
world,-598,65,-157
world,-595,63,-156
world,-570,63,-143
world,-591,64,-146
world,-596,65,-156
world,-571,65,-143
world,-589,64,-145
world,-596,102,-157
world,-413,64,-292
world,-443,62,-253
world,-590,64,-168
world,-590,69,-205
world,-590,63,-176
world,-595,64,-148
world,-590,67,-168
world,-596,64,-149
world,-405,63,-292
world,-592,62,-163
survival,-37,71,233
world,-592,70,-214
world,-596,63,-157
world,-597,65,-157
world,-381,62,-304
world,-570,65,-143
world,-590,64,-146
world,-567,63,-142
world,-596,68,-156
world,-566,70,-246
world,-596,105,-157
world,-595,63,-157
world,-596,65,-157
world,-569,65,-143
world,-587,64,-145
world,-562,64,-132
world,-596,71,-156
world,-567,65,-142
world,-591,62,-163
world,-596,108,-157
world,-597,64,-150
world,-349,62,-329
world,-568,64,-135
world,-598,65,-158
world,-590,70,-211
world,-558,62,-234
world,-567,63,-140
world,-596,144,-157
world,-592,62,-161
world,-325,62,-320
world,-575,63,-144
world,-576,65,-144
world,-590,65,-174
world,-596,93,-157
world,-590,63,-175
world,-575,65,-144
world,-538,62,-224
world,-596,96,-157
survival,-37,71,234
world,-363,62,-309
world,-596,65,-155
world,-525,61,-225
world,-590,64,-167
world,-595,61,-148
world,-524,61,-225
world,-488,62,-231
world,-568,63,-141
world,-430,62,-267
world,-592,62,-162
world,-594,64,-147
world,-596,63,-156
world,-574,65,-144
world,-571,63,-143
world,-592,64,-146
world,-572,65,-143
world,-590,64,-145
world,-565,64,-132
world,-596,99,-157
world,-567,63,-141
world,-596,117,-157
world,-366,63,-307
world,-457,63,-240
world,-596,149,-157
survival,-499,64,65
world,-519,61,-226
world,-446,63,-251
world,-561,64,-133
world,-559,64,-132
world,-596,74,-157
world,-582,64,-144
world,-596,80,-156
world,-591,62,-165
world,-596,77,-157
world,-428,62,-271
world,-581,64,-144
world,-567,64,-137
world,-594,63,-159
world,-436,61,-259
world,-596,120,-157
world,-595,149,-157
world,-591,63,-180
world,-457,63,-241
world,-590,64,-172
world,-596,123,-157
world,-597,64,-153
world,-594,149,-157
world,-409,64,-292
world,-360,62,-312
survival,-38,71,233
world,-596,80,-157
world,-580,64,-144
world,-402,63,-293
world,-596,64,-150
world,-567,64,-135
world,-596,131,-157
world,-322,62,-319
world,-596,137,-157
world,-590,64,-170
world,-521,61,-226
world,-533,62,-224
world,-596,68,-157
world,-586,64,-145
world,-596,74,-156
world,-589,64,-192
world,-596,111,-157
world,-596,71,-157
world,-591,62,-164
world,-583,64,-144
world,-596,77,-156
world,-591,70,-215
survival,-38,71,234
world,-567,64,-136
world,-564,66,-240
world,1,1,1
world,-596,114,-157
world,-596,143,-157
world,-590,67,-170
world,-591,63,-179
world,-596,64,-151
world,-589,64,-196
world,-590,62,-167
survival,-38,71,235
world,-595,62,-147
world,-591,149,-157
world,-596,136,-157
world,-567,64,-139
world,-568,64,-140
world,-596,142,-157
world,-346,62,-333
world,-415,66,-293
world,-568,62,-133
world,-593,62,-146
world,-590,64,-174
world,-577,67,-144
world,-591,62,-145
world,-596,92,-157
world,-456,63,-242
world,-440,62,-256
world,-590,63,-182
world,-575,64,-144
world,-592,62,-146
world,-567,62,-133
world,-590,62,-145
world,-596,95,-157
world,-596,64,-155
world,-594,62,-147
world,-573,61,-144
world,-590,62,-168
world,-427,62,-276
world,-597,62,-149
world,-574,61,-145
world,-595,62,-148
world,-568,62,-134
world,-590,64,-175
world,-567,64,-140
world,-596,148,-157
world,-592,63,-161
world,-589,64,-197
world,-579,64,-144
world,-596,83,-157
world,-580,67,-144
world,0,0,0
world,-590,68,-202
world,-594,65,-159
world,-504,62,-230
world,-360,62,-313
world,-528,62,-224
world,-378,62,-306
world,-589,64,-195
world,-590,62,-166
world,-590,67,-172
world,-596,126,-157
world,-593,149,-157
world,-596,64,-153
world,-596,130,-157
world,-592,149,-157
world,-568,64,-139
world,-593,63,-160
world,-416,66,-293
world,-578,64,-144
world,-579,67,-144
world,-596,86,-157
world,-401,63,-293
world,-590,64,-173
world,-456,63,-241
world,-597,64,-154
world,-577,64,-144
world,-590,68,-203
world,-578,67,-144
world,-596,89,-157
world,-567,62,-132
world,-590,67,-173
world,-596,64,-154
